halo_id,dir,fesc_dir,O32,R23,Ne3O2,O3Hb,N2Ha,S2_deficit,Balmer_dec,EW_Hb,EW_O3,beta_UV,xi_ion,MAB_1500,E_BV,redshift
326979,9,8.844235327413592e-07,0.9214688356015515,0.8011395608357077,-0.3542461360155258,0.6385983298319928,-1.4461982694864801,-1.0055702967085551,3.2147557114171974,36.736098029185385,165.70126233557616,-1.566909767901455,1.4020256077956594,-15.896491768819851,0.1090086164853667,4.64
330929,9,0.0014709478063352,0.8022692178763009,0.6535179135751363,-0.46093385542947374,0.4800909941108742,-1.363704673719596,-0.8761094031654153,3.2288204850429953,47.567844601454965,146.96707800512868,-1.9798253347917767,1.4053901988538755,-16.43955283974943,0.1130784091527909,4.64
331886,9,0.0013385,0.13012176791603736,0.9931428988353446,-1.0792604666623404,0.676279826891701,-0.6786583568531981,0.16709916885009335,3.274604049481138,3.0577440803235985,14.782163695542343,-2.388299565218384,1.3973512732614957,-18.78427478141716,0.1262046536118154,4.64
349071,9,0.325490250680865,0.4934199935014405,0.5226250920419986,-0.68834897376437,0.30373808412605285,-1.239579930266359,-0.7982806408554453,2.905481868022842,66.8986295624634,141.53232224730044,-1.870651083099569,1.4049964724583806,-17.71771358990829,0.0147088090259964,4.64
363280,9,5.139300746740398e-07,0.8427092760875041,0.7767702732036383,-0.5248572990036635,0.6080469254793073,-1.4429289772236302,-0.9823959271367855,3.6867936447433824,31.510598937970563,133.1927189409619,-2.4194897433348004,1.4035504632019828,-16.46120337129521,0.236733262147907,4.64
369030,9,0.0001942126262585,0.6521322747304339,0.5665202574255872,-0.5340116928342766,0.3739962656293372,-1.3648857159835757,-0.9853650737489588,2.9185137543111104,100.68470542711452,251.42875037670925,-1.7889142482564877,1.4061828806443175,-17.56412747194769,0.0188808905296646,4.64
369031,9,0.0002130090432021,0.8857101287519313,0.7356675056555915,-0.4442326153721723,0.5710747647796097,-1.5280067854746306,-0.9975202133092154,3.8126136724118376,25.239403783943043,96.61732191583478,-2.3235116961432194,1.406019558428675,-17.421935863007324,0.2680177755652355,4.64
369052,9,0.0008579813523392,0.5736633359062964,0.6470277529422006,-0.6563625090648202,0.4430072330075987,-1.2488388105777588,-0.8242105148339078,3.047418116367447,31.644677482699695,89.81151404952467,-2.111007882591833,1.402372616054074,-16.79204590841529,0.0591732536223678,4.64
371640,9,0.0,0.8771249389177171,0.736465625784902,-0.4940244469915811,0.5725543788575607,-1.5023723071812327,-0.8825841306225399,3.8603952714951175,15.903971405538655,60.94596333266802,-2.191527454400536,1.4047856369585388,-15.876162812950971,0.2796286895191479,4.64
372130,9,0.2186453855300466,0.5694092010615179,0.3009240300581837,-0.6054747104396014,0.09564035572253715,-1.599771880976327,-1.1839859341935295,2.933621364235345,96.57991118898754,129.1849822908145,-0.9500329803036416,1.4040594553791166,-16.777550474764393,0.0236942489273086,4.64
